"res-5zx6ot href","res-aogzfy","res-inoga3 href","res-1j9e5pd href","res-ewgtgq","res-ewgtgq 2","res-du9bhi","res-1bl90s9","res-7axup0","res-7lz8jh","res-7axup0 2","res-7lz8jh 5","res-7axup0 6","res-9lmmub","res-du9bhi 2","res-kjzl78","res-kjzl78 2","res-kjzl78 3","res-kjzl78 4","text-snippet-expand-button","res-1mkhkpt src","res-1jn70yv","res-kjzl78 5","res-kjzl78 6","res-kjzl78 7","res-kjzl78 8"
"","","https://www.stepstone.de/cmp/de/bmw-group-27361/jobs","https://www.stepstone.de/stellenangebote--Senior-AI-Engineer-Human-Like-Behaviour-f-m-x-Muenchen-BMW-Group--13902617-inline.html","Senior AI Engineer - Human-Like Behaviour (f/m/x)","BMW Group","München","","","","","","","vor 1 Woche","","But it takes real intellectual leadership and expertise to identify and then harness the  trends and technologies that will transform the way people travel for good. * BMW Group * München * Vollzeit - Sei einer der ersten Bewerber - Artificial Intelligence and machine learning are at the cutting edge when it comes to shaping next-gen mobility in areas like automated driving. Building autonomous driving systems at production scale takes more than strong model architectures. It requires robust end-to-end machine learning systems that perform reliably across edge cases, ODD boundaries, and global market conditions. At BMW's Autonomous Driving Campus, you will help develop and industrialise end-to-end ML-based functions for advanced driver assistance, working with one of the industry's largest real-world driving datasets. What awaits you?","AI","","","mehr","data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==","","","","",""
"","","https://www.stepstone.de/cmp/de/sogeti-part-of-capgemini-capgemini-deutschland-gmbh-19712/jobs","https://www.stepstone.de/stellenangebote--Penetration-Tester-w-m-d-Home-Office-Ratingen-Hamburg-Frankfurt-am-Main-Stuttgart-Muenchen-Nuernberg-Sogeti-Part-of-Capgemini-Capgemini-Deutschland-GmbH--12609526-inline.html","Penetration Tester (w/m/d)","Sogeti Part of Capgemini (Capgemini Deutschland GmbH)","Home-Office, Ratingen, Hamburg, Frankfurt am Main, Stuttgart, München, Nürnberg","50.000 - 90.000 €/Jahr  (geschätzt für Vollzeit)","Informatik","|","Englisch","|","Kommunikation","vor 3 Wochen","Teilweise Home-Office","","","","","","data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==","","","","",""
"","","https://www.stepstone.de/cmp/de/traton-se-180756/jobs","https://www.stepstone.de/stellenangebote--Working-Student-Innovation-Technology-m-f-d-Muenchen-TRATON-SE--13925351-inline.html","Working Student | Innovation & Technology (m/f/d)","TRATON SE","München","","","","","","","vor 1 Woche","Teilweise Home-Office","Werkstudent - Our  Strategy & Innovation Team is looking for your support as of the next possible date. * You will support cross‑functional collaboration between Strategy & GPM ( Strategy & Innovation) * A competitive remuneration: We pay a competitive remuneration based on the defined  hours * Possibillity to grow and network: International and modern  environment with the possibility to learn and to growth * Ideal and flexible  conditions: Work remotely or up to 20 days per year abroad within the EU and a Brand new Headquarter Hybrid M in Munich/Germany * TRATON SE * München * Homeoffice möglich, Teilzeit - About TRATON - With its brands Scania, MAN, International, and Volkswagen Truck & Bus, TRATON SE is the parent and holding company of the TRATON GROUP and one of the world's leading commercial vehicle manufacturers.","Studentenjobs,","Technology","Technology","mehr","data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==","","working","working","working",""
"","","https://www.stepstone.de/cmp/de/ntt-data-107448/jobs","https://www.stepstone.de/stellenangebote--ServiceNow-Senior-Solution-Architect-w-m-x-Muenchen-Frankfurt-a-M-Stuttgart-Koeln-Hamburg-Ettlingen-Wolfsburg-Erfurt-Berlin-Wien-NTT-DATA--13796816-inline.html","ServiceNow Senior Solution Architect (w/m/x)","NTT DATA","München, Frankfurt a. M., Stuttgart, Köln, Hamburg, Ettlingen, Wolfsburg, Erfurt, Berlin, Wien","65.000 - 130.000 €/Jahr  (geschätzt für Vollzeit)","","","","","","vor 1 Woche","Teilweise Home-Office","Entwurf von Integrationsstrategien für die nahtlose Interaktion von  mit bestehenden Systemen sowie Identifikation von Optimierungspotenzialen zur Steigerung von Effizienz, Benutzerfreundlichkeit und Leistung * Bereitstellung von Expertenwissen zur maximalen Nutzung der -Plattform sowie technischer Unterstützung für und Projektteams zur Einhaltung von Kodierungsstandards und Best Practices * Umfassendes Verständnis der verschiedenen Module wie ITSM, ITOM, ITBM und HR Service Delivery sowie aktuelle -Zertifizierungen * Erfahrung in der Leitung von Projekten und Teams zur Implementierung von -Lösungen sowie Engagement für Mentoring und fortlaufendes Lernen im Bereich  und Branchentrends * NTT DATA * München, Frankfurt a. M., Stuttgart, Köln, Hamburg, Ettlingen, Wolfsburg, Erfurt, Berlin, Wien * Feste Anstellung * Homeoffice möglich, Vollzeit","ServiceNow","ServiceNow","ServiceNow","mehr","data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==","Schnelle Bewerbung","ServiceNow","ServiceNow","",""
"","","https://www.stepstone.de/cmp/de/iwis-se-%26-co-kg-536/jobs","https://www.stepstone.de/stellenangebote--IT-Systems-Engineer-fuer-IT-Workplace-OT-Integration-m-w-d-Muenchen-iwis-SE-Co-KG--13929535-inline.html","IT Systems Engineer für IT Workplace & OT Integration (m/w/d)","iwis SE & Co. KG","München","56.500 - 76.500 €/Jahr  (geschätzt für Vollzeit)","Informatik","|","Englisch","|","Deutsch","vor 1 Woche","","","","","","","data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==","","","","",""
"","","https://www.stepstone.de/cmp/de/halvotec-gmbh-5009395/jobs","https://www.stepstone.de/stellenangebote--Consultant-m-w-d-fuer-Software-Implementierung-Raubling-Halvotec-GmbH--13884387-inline.html","Consultant (m/w/d) für Software-Implementierung","Halvotec GmbH","Raubling","43.000 - 61.000 €/Jahr  (geschätzt für Vollzeit)","","","","","","vor 2 Tagen","","Erfahrung in der Kundenberatung, idealerweise im  oder SaaS-Umfeld – gerne als  Customer Success Manager:in oder Projektmanager:in. * Du betreust Bestandskunden entlang des Customer Lifecycles und sorgst dafür, dass unsere  optimal genutzt wird. * Dabei ist stets für eine topmoderne  Hardware- und Arbeitsplatzausstattung gesorgt. * Halvotec GmbH * Raubling * Feste Anstellung * Vollzeit - Sei einer der ersten Bewerber - Schnelle Bewerbung - Dein Verantwortungsbereich * Du steuerst Kundenprojekte von der Anforderungsanalyse bis zum erfolgreichen Go-Live. * Du bist die Schnittstelle zwischen den Kunden und unserem Development-Team und erstellst fachlich präzise PBIs und Konzepte, die von der Entwicklung effizient umgesetzt werden können. * Dabei hältst Du Kundendokumentationen jederzeit aktuell und nach unseren RIOS-Standards.","Software-","Consultant,","Software","mehr","data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==","Schnelle Bewerbung","Software-,","","",""
"","","https://www.stepstone.de/cmp/de/critical-software-gmbh-5186857/jobs","https://www.stepstone.de/stellenangebote--DO-178C-Software-Engineer-Avionics-m-w-d-Muenchen-Deutschland-CRITICAL-SOFTWARE-GMBH--13925271-inline.html","DO-178C Software Engineer Avionics (m/w/d)","CRITICAL SOFTWARE GMBH","München, Deutschland","","","","","","","vor 1 Woche","","Als DO-178C  entwickeln Sie eingebettete  für Avionik-Systeme, die Leben schützt. * CRITICAL  GMBH - Safety-Critical  ist Ihre Welt? * Entwicklung sicherheitskritischer eingebetteter  gemäß DO-178C (DAL A-D) * -Anforderungsanalyse, Design und Implementierung in C/C++ oder Ada * Erstellung von -Verifikations- und Validierungsplänen * Integration und Test von  auf Avionik-Hardware (IMA, Standalone) * Mindestens 3 Jahre Erfahrung in der Entwicklung sicherheitskritischer  * München, Deutschland - Sei einer der ersten Bewerber - Bewerben Sie sich initiativ bei TEKOM – wir verbinden Sie mit den führenden Aerospace-Unternehmen im Großraum München, die genau Ihre Expertise suchen. 70.000 – 95.000 € brutto/JahrAb sofort / nach VereinbarungFestanstellungAviationMünchen - Ihre Aufgaben - Deine Aufgaben - Typische Aufgaben in dieser Rolle","Software Engineer","Software","SOFTWARE","mehr","data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==","Schnelle Bewerbung","Software","Software","Software","Software"
"","","https://www.stepstone.de/cmp/de/bmw-group-27361/jobs","https://www.stepstone.de/stellenangebote--Senior-MLOps-Engineer-Autonomous-Driving-Platform-f-m-x-Muenchen-BMW-Group--13902619-inline.html","Senior MLOps Engineer - Autonomous Driving Platform (f/m/x)","BMW Group","München","","","","","","","vor 1 Woche","","We are a cross-functional team driving the development and operation of a scalable  platform for autonomous driving. * Moreover, you implement resource scheduling, quota management, and cost control strategies within the  environment. * You collaborate closely with , AI/ML  and cloud architects to ensure robust infrastructure for the entire AI/ML lifecycle. * At least five years of professional experience in  DevOps, or Cloud Engineering with a focus on machine learning platforms. * BMW Group * München * Vollzeit - Sei einer der ersten Bewerber - Artificial Intelligence and machine learning are at the cutting edge when it comes to shaping next-gen mobility in areas like automated driving. But it takes real intellectual leadership and expertise to identify and then harness the AI trends and technologies that will transform the way people travel for good.","MLOps","MLOps","engineers,","mehr","data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==","","MLOps,","","",""
"","","https://www.stepstone.de/cmp/de/dasgip-gmbh-60908/jobs","https://www.stepstone.de/stellenangebote--Bioprocess-Sales-Specialist-Sueddeutschland-Oesterreich-m-w-d-Sueddeutschland-Oesterreich-DASGIP-GmbH--13649867-inline.html","Bioprocess Sales Specialist - Süddeutschland /Österreich (m/w/d)","DASGIP GmbH","Süddeutschland, Österreich","45.000 - 64.000 €/Jahr  (geschätzt für Vollzeit)","Englisch","","","|","Deutsch","vor 4 Tagen","Teilweise Home-Office","","","","","","data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==","","","","",""
"","","https://www.stepstone.de/cmp/de/bwi-gmbh-82433/jobs","https://www.stepstone.de/stellenangebote--System-Engineer-Backup-m-w-d-Bonn-Muenchen-Strausberg-Wilhelmshaven-BWI-GmbH--13935188-inline.html","System Engineer Backup (m/w/d)","BWI GmbH","Bonn, München, Strausberg, Wilhelmshaven","47.000 - 75.000 €/Jahr  (geschätzt für Vollzeit)","","","","","","vor 5 Tagen","","Jederzeit haben wir den Betriebsstatus der  und Services im Blick. * BWI GmbH * Bonn, München, Strausberg, Wilhelmshaven * Feste Anstellung * Vollzeit - Sei einer der ersten Bewerber - Schnelle Bewerbung - Als primärer Digitalisierungspartner der Bundeswehr erbringen wir stabile, sichere und effiziente IT-Services im In- und Ausland, vom Grundbetrieb bis in den einsatznahen Bereich und tragen so zur kontinuierlichen Erhöhung der Führungs- und Einsatzfähigkeit der Bundeswehr bei. Mit über 8.000 Kolleg*innen betreiben und modernisieren wir eine der größten und komplexesten IT-Infrastrukturen in Deutschland. Wir suchen verantwortungsvolle IT-Spezialist*innen, die die Bundeswehr-IT aus Überzeugung in herausfordernden Digitalisierungsvorhaben weiterentwickeln und so einen Beitrag zur Sicherheit Deutschlands leisten wollen. Sorge gemeinsam mit uns für die digitale Zukunftsfähigkeit unseres Landes.","Systeme","","","mehr","data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==","Schnelle Bewerbung","","","",""
"","","https://www.stepstone.de/cmp/de/dahmen-personalservice-gmbh-184707/jobs","https://www.stepstone.de/stellenangebote--ERP-Systems-Specialist-Brunnthal-naehe-Muenchen-Dahmen-Personalservice-GmbH--13732523-inline.html","ERP Systems Specialist","Dahmen Personalservice GmbH","Brunnthal (nähe München)","55.000 - 63.000 €/Jahr  (geschätzt für Vollzeit)","Python","|","C#","|",".NET","vor 1 Tag","","","","","","","data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==","","","","",""
"","","https://www.stepstone.de/cmp/de/eagleburgmann-germany-gmbh-%26-co-kg-33876/jobs","https://www.stepstone.de/stellenangebote--Scientific-Innovator-AI-CAD-Automation-w-m-d-Wolfratshausen-nahe-Muenchen-EagleBurgmann-Germany-GmbH-Co-KG--13853897-inline.html","Scientific Innovator – AI & CAD Automation (w/m/d)","EagleBurgmann Germany GmbH & Co. KG","Wolfratshausen nahe München","51.000 - 87.000 €/Jahr  (geschätzt für Vollzeit)","","","","","","vor 1 Woche","","Sie unterstützen unser Team als Scientific  – AI &  Automation (w/m/d) * Entwicklung und Automatisierung von Gleitringdichtungssystemen unter Verwendung parametrischer 3D-Modelle und modularer Konstruktionskonzepte * Entwicklung von Prototypen und Proofs of Concept, einschließlich KI-gestützter -Workflows, neuronaler Netze, Optimierungsmethoden und LLM-basierter Engineering-Assistenten * Ermöglichung des automatisierten Datenaustauschs zwischen Engineering-Systemen (z. B.  PDM, ERP) * Fundierte Fachkenntnisse in der mechanischen Konstruktion und im Umgang mit 3D- vorzugsweise Solid Edge oder vergleichbaren Systemen * EagleBurgmann Germany GmbH & Co. KG * Wolfratshausen nahe München * Feste Anstellung * Vollzeit - Anschreiben nicht erforderlich „We will wow your world!” Das ist unser Versprechen, wenn es um Arbeiten bei Freudenberg geht.","Innovator","CAD","CAD-","mehr","data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==","Anschreiben nicht erforderlich","CAD","CAD,","CAD,",""
"","","https://www.stepstone.de/cmp/de/secunet-security-networks-ag-9874/jobs","https://www.stepstone.de/stellenangebote--Full-Stack-Developer-C-JavaScript-React-m-w-d-Berlin-Bonn-Dresden-Essen-Ilmenau-Muenchen-Secunet-Security-Networks-AG--13849221-inline.html","Full Stack Developer C++ / JavaScript / React (m/w/d)","Secunet Security Networks AG","Berlin, Bonn, Dresden, Essen, Ilmenau, München","43.000 - 74.000 €/Jahr  (geschätzt für Vollzeit)","Git","|","TypeScript","|","C++","vor 1 Woche","Teilweise Home-Office","","","","","","data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==","","","","",""
"","","https://www.stepstone.de/cmp/de/adesso-benefit-solutions-gmbh-311662/jobs","https://www.stepstone.de/stellenangebote--Implementierungsmanager-betriebliche-Altersversorgung-all-genders-Dortmund-Frankfurt-Hamburg-Hannover-Koeln-Leipzig-Muenchen-Bensheim-adesso-benefit-solutions-GmbH--13949140-inline.html","Implementierungsmanager betriebliche Altersversorgung (all genders)","adesso benefit solutions GmbH","Dortmund, Frankfurt, Hamburg, Hannover, Köln, Leipzig, München, Bensheim","","","","","","Deutsch","vor 3 Tagen","","","","","","","data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==","","","","",""
"","","https://www.stepstone.de/cmp/de/hermes-arzneimittel-holding-gmbh-274891/jobs","https://www.stepstone.de/stellenangebote--Teamlead-IT-Infrastructure-m-w-d-Pullach-im-Isartal-Hermes-Arzneimittel-Holding-GmbH--13886755-inline.html","Teamlead IT Infrastructure (m/w/d)","Hermes Arzneimittel Holding GmbH","Pullach im Isartal","55.000 - 75.000 €/Jahr  (geschätzt für Vollzeit)","","","","","","vor 2 Tagen","Teilweise Home-Office","Zur Verstärkung unseres  suchen wir zum nächstmöglichen Zeitpunkt einen  Infrastructure (m/w/d) für den Bereich Backend / Network in Vollzeit (37,5 Std. / Woche) – am Standort Pullach bei München. * Leadership & Organisation: Selbständige und verantwortliche Führung des  im Rahmen der Geschäftsstrategie, Organisation und Steuerung der Fachaufgaben sowie fachliche und disziplinarische Führung der einschließlich Zielgesprächen und Personalmaßnahmen. Führungserfahrung in der  idealerweise Infrastruktur mit ähnlichen Anforderungen. * Prozessverständnis: Sehr gutes Verständnis -Service-Management (ITIL) in der Praxis, KPI- und SLA-Steuerung. * Hermes Arzneimittel Holding GmbH * Pullach im Isartal * Feste Anstellung * Homeoffice möglich, Vollzeit - Sei einer der ersten Bewerber - Schnelle Bewerbung - Seit 1907 setzt sich die HERMES Group mit Leidenschaft für die Gesundheit der Menschen ein und steht ...","Teams","Teamlead IT","Teams","mehr","data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==","Schnelle Bewerbung","IT,","IT","",""
"","","https://www.stepstone.de/cmp/de/nyoo-real-estate-gmbh-300586/jobs","https://www.stepstone.de/stellenangebote--Kalkulator-m-w-d-Koeln-Essen-Hamburg-Berlin-Stuttgart-Muenchen-Nuernberg-Leipzig-Frankfurt-am-Main-Nyoo-Real-Estate-GmbH--13788587-inline.html","Kalkulator (m/w/d)","Nyoo Real Estate GmbH","Köln, Essen, Hamburg, Berlin, Stuttgart, München, Nürnberg, Leipzig, Frankfurt am Main","35.000 - 69.000 €/Jahr  (geschätzt für Vollzeit)","","","","","","vor 1 Woche","","Nyoo Real Estate GmbH * Köln, Essen, Hamburg, Berlin, Stuttgart, München, Nürnberg, Leipzig, Frankfurt am Main * Feste Anstellung * Vollzeit - Schnelle Bewerbung - Wir sind - Nyoo Real Estate (nyoo) ist ein Tochterunternehmen der börsennotierten Instone Group und gehört damit zu einem der führenden Wohnentwickler Deutschlands. Wir gestalten die Zukunft des smarten Wohnungsbaus - mit innovativen, seriell umsetzbaren 360-GradLösungen bei maximaler Prozesssicherheit und vollständiger Kosten-, Termin- und Qualitätsgarantie für unsere Kunden. Durch die konsequente Standardisierung und Optimierung des gesamten Projektentwicklungs- und Bauprozesses schaffen wir in ganz Deutschland bedarfsgerechten Wohnraum ganzheitlich aus einer Hand - effizient, nachhaltig und attraktiv. nyoo ist zurzeit mit rund 50 Mitarbeitenden an vier Standorten präsent. Sie haben Lust, diese Aufgaben mit uns anzugehen?","","","","mehr","data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==","Schnelle Bewerbung","","","",""
"","","https://www.stepstone.de/cmp/de/x-liveconnect-gmbh-403894/jobs","https://www.stepstone.de/stellenangebote--System-Engineer-ILS-IPS-m-w-d-Maisach-X-LiveConnect-GmbH--13842306-inline.html","System Engineer ILS/IPS (m/w/d)","X-LiveConnect GmbH","Maisach","42.000 - 60.000 €/Jahr  (geschätzt für Vollzeit)","","","","","","vor 1 Woche","Teilweise Home-Office","Möchten Sie Teil eines dynamischen Teams werden und Ihre Fähigkeiten als  ILS/IPS (m/w/d) im Bereich Integrated Product/Logistic Support unter Beweis stellen? * Analysen zur Prüf- und Wartbarkeit von Produkten und  in der Betriebsphase. * Analyse von Sonderwerkzeugen und  sowie die Ermittlung von Ersatzteilvorschlägen. * Sie haben mehrjährige praktische Berufserfahrung im  Engineering, mit nachweislichem Schwerpunkt auf Integrated Logistics Support (ILS). * X-LiveConnect GmbH * Maisach * Feste Anstellung * Homeoffice möglich, Vollzeit - Sei einer der ersten Bewerber - Schnelle Bewerbung - Die X-LiveConnect GmbH ist ein mittelständisches Unternehmen im Bereich Defense & Security und ist spezialisiert auf den Bereich des Integrated Logistics/Product Supports (ILS/IPS) für militärische Produkte. Unser Team arbeitet eng mit Kunden zusammen, um maßgeschneiderte Lösungen auf ...","System Engineer","Systemen","Testsystemen","mehr","data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==","Schnelle Bewerbung","Systems","","",""
"","","https://www.stepstone.de/cmp/de/citema-systems-gmbh-5001461/jobs","https://www.stepstone.de/stellenangebote--Projektleiter-Projektmanager-m-w-d-Softwareentwicklung-Muenchen-citema-systems-GmbH--13881712-inline.html","Projektleiter/ Projektmanager (m/w/d) – Softwareentwicklung","citema systems GmbH","München","50.000 - 74.000 €/Jahr  (geschätzt für Vollzeit)","","","","","","vor 2 Tagen","Teilweise Home-Office","Du hast Erfahrung als (Multi-) in der  oder in einer vergleichbaren Rolle. - Du hast ein solides Verständnis agiler  einschließlich Test- und Release-Management-Prozessen. Ebenso gehört die Umsetzung system- und sicherheitsrelevanter  zu unserem Portfolio. So verbinden wir die neuen Technologien mit der klassischen  Wir suchen Dich als  (m/w/d) am Standort München (hybrid). - In enger Zusammenarbeit mit , und koordinierst du funktionsübergreifende  und förderst agile Arbeitsmethoden. Deine ProfilFolgende Kenntnisse und Fähigkeiten solltest Du auf jeden Fall mitbringen:- Du hast einen Bachelorabschluss (oder höher) in Informatik oder ähnlichen Bereichen sowie mindestens 5 Jahre Erfahrung in der Leitung von  - Individuelle Karriereplanung und","Projektmanager","Softwareentwicklung","Softwareentwicklung","mehr","data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==","Schnelle Bewerbung","Softwareprojekte","Softwarewelt.","Projektleiter","Entwicklungsteams"
"","","https://www.stepstone.de/cmp/de/bmw-group-27361/jobs","https://www.stepstone.de/stellenangebote--Principal-AI-Vehicle-Architect-f-m-x-Muenchen-BMW-Group--13902608-inline.html","Principal AI Vehicle Architect (f/m/x)","BMW Group","München","","","","","","","vor 1 Woche","","With our team of   engineers, and  strategists, you will shape future system and hardware architecture, determine and drive software architecture with a strong focus on platforms, and design  model architectures that interplay symbiotically. * You design end-to-end  and data architectures from data ingestion to serving, using and extending platforms within our  with a strong focus on edge computing. Experience in automotive E/E architecture and   applications is a plus. * Strong experience with   architectures and implementation of Small Language Models, Vision Language Models, or autonomous driving models. * You provide architectural guardrails to business units and development teams, enabling competitive  products on our  platforms. * Moreover, you drive the implementation of scalable  software platforms, using the ...","AI architects,","AI","AI","mehr","","","AI","AI","vehicles","AI"
"","","https://www.stepstone.de/cmp/de/asmpt-gmbh-%26-co-kg-127024/jobs","https://www.stepstone.de/stellenangebote--System-Ingenieur-m-w-d-Muenchen-ASMPT-GmbH-Co-KG--13731677-inline.html","System Ingenieur (m/w/d)","ASMPT GmbH & Co. KG","München","62.000 - 85.000 €/Jahr  (geschätzt für Vollzeit)","","","","","","vor 3 Wochen","Teilweise Home-Office","Gestalte die Elektronikfertigung und Automatisierungstrends der Zukunft als  (m/w/d) Verstärke das  Engineering Team am Standort München! * Konzeptentwicklung für mechatronische  mit Embedded Software und Steuerungssoftware für hochdynamische Bestückautomaten * Entwicklung abgestimmter Lösungen für komplexe mechatronische  im Umfeld unserer Bestückautomaten in enger Zusammenarbeit mit den Fachkollegen * Eigenverantwortliche Planung und Strukturierung umfangreicher  * Analyse von  Identifikation von Problemursachen sowie Ausarbeitung von Lösungsstrategien * Erfahrungen und Begeisterung für das  Engineering von mechatronischen  * ASMPT GmbH & Co. KG * München * Feste Anstellung * Homeoffice möglich, Vollzeit - Schnelle Bewerbung - Willkommen bei ASMPT. Hier bist du auf dem direkten Weg in das digitale Zeitalter.","System Ingenieur","Systems","Systeme","mehr","","Schnelle Bewerbung","Systeme","Systemkonzepte","Systemabläufen,","Systems"
"","","https://www.stepstone.de/cmp/de/operational-services-gmbh-%26-co-kg-72471/jobs","https://www.stepstone.de/stellenangebote--Senior-Consultant-Atlassian-m-w-d-Frankfurt-am-Main-Berlin-Muenchen-Nuernberg-operational-services-GmbH-Co-KG--13341286-inline.html","Senior Consultant Atlassian (m/w/d)","operational services GmbH & Co. KG","Frankfurt am Main, Berlin, München, Nürnberg","","Englisch","","","|","Deutsch","vor 5 Tagen","Teilweise Home-Office","","","","","","","","","","",""
"","","https://www.stepstone.de/cmp/de/ge-healthcare-gmbh-411213/jobs","https://www.stepstone.de/stellenangebote--Senior-IT-System-Engineer-f-m-d-Region-Sueddeutschland-Muenchen-GE-Healthcare-GmbH--13867354-inline.html","Senior IT System Engineer (f/m/d)","GE Healthcare GmbH","Region Süddeutschland, München","49.000 - 77.000 €/Jahr  (geschätzt für Vollzeit)","","","","","","vor 3 Tagen","Teilweise Home-Office","You will act as  (remote and approximately 30% willingess to travel to customer site) interfacing with the customers, respond to reported incident issues, attend regular service support visits, support a remote team of installation & upgrade on site, perform software O/S patching or Safety updates when needed, manage customer expectations, and ensure clear communication between the customer and GEHC. Collaborate closely with internal teams (Service, Engineering, Support, Sales) and external partners, and contribute to  projects such as migrations, upgrades, and new  architectures. * Completed vocational training in  (e.g.  Specialist for  Integration) or a comparable qualification - We operate at the center of an ecosystem working toward precision health - digitizing healthcare, helping drive productivity and improving outcomes for patients, providers, ...","Senior IT System Engineer","IT","system","mehr","https://www.stepstone.de/upload_DE/logo/2/logoGE-Healthcare-GmbH-411213DE-2601221244.gif?im=Resize=(56,56)","","IT","IT","System",""
"","","https://www.stepstone.de/cmp/de/ferchau-%e2%80%93-connecting-people-and-technologies-6095/jobs","https://www.stepstone.de/stellenangebote--Embedded-Software-Entwickler-C-C-m-w-d-Muenchen-FERCHAU-Connecting-People-and-Technologies--9068885-inline.html","Embedded-Software-Entwickler C / C++ (m/w/d)","FERCHAU – Connecting People and Technologies","München","60.000 - 75.000 €/Jahr  (geschätzt für Vollzeit)","Informatik","|","Englisch","|","Code-Review","vor 3 Wochen","Teilweise Home-Office","","","","","","https://www.stepstone.de/upload_DE/logo/F/logoFERCHAU-GmbH-6095DE.gif?im=Resize=(56,56)","","","","",""
"","","https://www.stepstone.de/cmp/de/indevis-it-consulting-and-solutions-gmbh-163506/jobs","https://www.stepstone.de/stellenangebote--Detection-Engineer-m-w-d-Muenchen-indevis-IT-Consulting-and-Solutions-GmbH--13674525-inline.html","Detection Engineer (m/w/d/)","indevis IT Consulting and Solutions GmbH","München","60 - 85 €/Jahr  (geschätzt für Vollzeit)","Git","","","|","Informatik","vor 4 Tagen","Teilweise Home-Office","","","","","","data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==","","","","",""
"","","https://www.stepstone.de/cmp/de/deutsche-kautionskasse-ag-418066/jobs","https://www.stepstone.de/stellenangebote--Senior-DevOps-Engineer-Backend-Entwickler-m-w-d-Starnberg-Deutsche-Kautionskasse-AG--13889070-inline.html","Senior DevOps-Engineer / Backend-Entwickler (m/w/d)","Deutsche Kautionskasse  AG","Starnberg","54.000 - 83.000 €/Jahr  (geschätzt für Vollzeit)","","","","","","vor 1 Tag","Teilweise Home-Office","Wir suchen einen erfahrenen, motivierten, führungserfahrenen - (m/w/d) mit Kenntnissen auch in den -Entwicklung zur Weiterentwicklung unser microservice-orientierten, containerbasierten Web-Plattform als Schnittstelle zwischen unserem agilen Entwicklungsteam und der IT-Infrastruktur. * Enge Zusammenarbeit mit dem Entwicklerteam, um -Praktiken zu integrieren, die Entwicklungszyklen zu optimieren und weitere Automatisierungen umzusetzen. * Erfahrungen als -Entwickler mit PHP, Node.js, Typescript * Deutsche Kautionskasse AG * Starnberg * Feste Anstellung * Homeoffice möglich, Vollzeit - Sei einer der ersten Bewerber - Schnelle Bewerbung - Die Deutsche Kautionskasse AG ist ein führendes Finanzdienstleistungsunternehmen, das innovative Lösungen für Mietkautionen bereitstellt. Mit Moneyfix® Mietkaution bieten wir privaten Haushalten und Unternehmen eine flexible Alternative zu ...","DevOps","Engineer","Backend","mehr","data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==","Schnelle Bewerbung","DevOps","Backend","",""
