"res-5zx6ot href","res-aogzfy","res-inoga3 href","res-1j9e5pd href","res-ewgtgq","res-ewgtgq 2","res-du9bhi","res-1bl90s9","res-7axup0","res-7lz8jh","res-7axup0 2","res-7lz8jh 5","res-7axup0 6","res-9lmmub","res-du9bhi 2","res-kjzl78","res-kjzl78 2","res-kjzl78 3","res-kjzl78 4","text-snippet-expand-button","res-1mkhkpt src","res-1jn70yv","res-kjzl78 5","res-kjzl78 6","res-kjzl78 7","res-kjzl78 8"
"","","https://www.stepstone.de/cmp/de/conet-deutschland-gmbh-239/jobs","https://www.stepstone.de/stellenangebote--Senior-IT-Business-Consultant-in-der-Versicherungsbranche-m-w-d-Garching-bei-Muenchen-Augsburg-conet-Deutschland-GmbH--13912056-inline.html","(Senior) IT-Business Consultant in der Versicherungsbranche (m/w/d)","conet Deutschland GmbH","Garching bei München, Augsburg","53.000 - 85.000 €/Jahr  (geschätzt für Vollzeit)","","","","","","vor 1 Woche","Teilweise Home-Office","Bringe Fachbereich,  und KI zusammen. * Du agierst als Schnittstelle zwischen Fachbereich und  – von der Strategie bis zur Umsetzung * Erste praktische Erfahrung mit KI-gestützten Funktionen (Analyse, Prozesse, -Systeme) * conet Deutschland GmbH * Garching bei München, Augsburg * Feste Anstellung * Homeoffice möglich, Vollzeit - Sei einer der ersten Bewerber - Anschreiben nicht erforderlich - Leading Forward! Arbeite bei conet in spannenden digitalen Themen und Projekten. Für die öffentliche Verwaltung, Verteidigung und Unternehmen entwickeln wir moderne und nachhaltige End-to-End-Lösungen. So machen wir unsere Kunden heute stark und bereit für die Zukunft. Mach mit uns Zukunft möglich. Du liebst es, komplexe Anforderungen zu strukturieren, arbeitest gerne nah an der Technik und willst KI nicht nur diskutieren, sondern sinnvoll in Prozesse integrieren?","IT","IT","IT","mehr","data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==","Anschreiben nicht erforderlich","","","",""
"","","https://www.stepstone.de/cmp/de/porr-gmbh-%26-co-kgaa-38770/jobs","https://www.stepstone.de/stellenangebote--Kalkulator-m-w-d-Ingenieurbau-Berlin-Frankfurt-am-Main-Muenchen-PORR-GmbH-Co-KGaA--13889147-inline.html","Kalkulator (m/w/d) Ingenieurbau","PORR GmbH & Co. KGaA","Berlin, Frankfurt am Main, München","52.000 - 77.000 €/Jahr  (geschätzt für Vollzeit)","","","","","","vor 1 Tag","Teilweise Home-Office","Erfolgreich abgeschlossenes Studium im Bereich  Auf uns  – mit uns wachsen - Bei der PORR realisieren wir  entlang der gesamten Wertschöpfungskette – von der Planung über die Ausführung bis hin zu Betrieb, Sanierung und Recycling. Als eines der führenden  Europas verbinden wir technische Exzellenz mit Teamarbeit. * Erstellen von wirtschaftlichen Angeboten im Infrastrukturbereich, Kostenermittlung für  durch eigene Berechnungen und Preisanfragen bei Lieferanten und Nachunternehmern * Mindestens 3 Jahre Berufserfahrung im Bereich  * Persönliche Entwicklung - Du kannst auf unsere Unterstützung  wenn du ein Sabbatical machen möchtest oder Zeit für Pflege benötigst. * PORR GmbH & Co. KGaA * Berlin, Frankfurt am Main, München * Feste Anstellung * Homeoffice möglich, Vollzeit - Sei einer der ersten Bewerber - Über uns:/b>","Bauingenieurwesen","bauen","Bauprojekte","mehr","data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==","","Bauunternehmen","Bauleistungen","Infrastrukturbau","bauen,"
"","","https://www.stepstone.de/cmp/de/konux-gmbh-5014304/jobs","https://www.stepstone.de/stellenangebote--Technical-Program-Manager-d-f-m-Munich-Germany-KONUX-GmbH--12536727-inline.html","Technical Program Manager (d/f/m)","KONUX GmbH","Munich, Germany","44.000 - 75.000 €/Jahr  (geschätzt für Vollzeit)","","","","","","vor 2 Tagen","Teilweise Home-Office","Join us on our journey: To drive the smart and sustainable energy future, we are looking for a highly skilled  to drive our strategic initiatives, manage complex projects, and bridge the gap between our CTO,  teams and business stakeholders. * Proven experience in  or project management within a -innovation-focused organization (Software or Data Science) * 5+ years of software engineering, systems engineering or  product/ management experience, ideally in a Software or Data Science development environment * Work closely with our on planning, resource allocation, goal setting, deliverable definition for multiple concurrent activities,  management and initiative implementation * Excellent stakeholder management and communication skills, with the ability to engage audiences across  and business domains * KONUX GmbH","Technical Program Manager","technical","program","mehr","data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==","Schnelle Bewerbung","technical","technical","program","program"
"","","https://www.stepstone.de/cmp/de/wilma-bau-und-entwicklungsges-by-mbh-314649/jobs","https://www.stepstone.de/stellenangebote--Kalkulator-m-w-d-fuer-den-schluesselfertigen-Wohnungsbau-in-Vollzeit-Muenchen-Wilma-Bau-und-Entwicklungsges-BY-mbH--13866455-inline.html","Kalkulator (m/w/d) für den schlüsselfertigen Wohnungsbau in Vollzeit","Wilma Bau- und Entwicklungsges. BY mbH","München","45.000 - 76.000 €/Jahr  (geschätzt für Vollzeit)","","","","","","vor 5 Tagen","","Zur Erweiterung unseres Teams in München suchen wir zum nächstmöglichen Zeitpunkt in Vollzeit einen  (m/w/d) für den schlüsselfertigen Wohnungsbau in Vollzeit * Wilma Bau- und Entwicklungsges. BY mbH * München * Feste Anstellung * Vollzeit - Sei einer der ersten Bewerber - Schnelle Bewerbung - ÜBER UNS | Wir bauen moderne Wohnimmobilien, schaffen Wohnglück für Menschen und Heimat für viele. Wir sind Projektentwickler für moderne Wohnimmobilien mit über 150 Mitarbeitern und aktuell aktiv in den Regionen Nordrhein-Westfalen, Rhein-Main, Baden-Württemberg, Bayern und Berlin-Brandenburg. Wir bauen ein attraktives schlüsselfertiges Zuhause für eine breite Schicht von Menschen, denen wir den Zugang zum Wohneigentum ermöglichen. In über 85 Jahren haben wir mehr als 100.000 Wohneinheiten gebaut – für Menschen aller Einkommensschichten. Wir legen Grundsteine, auch für Ihre weitere Karriere. Aufgaben","Kalkulator","","","mehr","data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==","Schnelle Bewerbung","","","",""
"","","https://www.stepstone.de/cmp/de/sopra-steria-3313/jobs","https://www.stepstone.de/stellenangebote--Senior-Consultant-Transport-Digital-Maintenance-m-w-d-bundesweit-Berlin-Frankfurt-Hamburg-Koeln-Leipzig-Muenchen-Sopra-Steria--13692145-inline.html","Senior Consultant Transport Digital Maintenance (m/w/d)","Sopra Steria","bundesweit, Berlin, Frankfurt, Hamburg, Köln, Leipzig, München","72.000 - 90.000 €/Jahr  (geschätzt für Vollzeit)","","","","","","vor 1 Tag","Teilweise Home-Office","Du analysierst bestehende Instandhaltungs‑, Störungs‑ und Asset‑Daten und leitest daraus datenbasierte Optimierungskonzepte ab, die von Predictive‑Ansätzen bis hin zu ganzheitlichen  Instandhaltungsstrategien reichen * Mehrere Jahre Erfahrung in der Instandhaltung von Fahrzeugen, Anlagen oder technischen Systemen im  bringst du mit, idealerweise mit einem starken Bezug zu  Prozessen oder IT‑gestützten Systemen - Bist du bereit, das  Europa mitzugestalten? * In dieser Rolle gestaltest du die  Zukunft der Instandhaltung aktiv mit, indem du unsere Kunden dabei unterstützt, Anlagen, Fahrzeuge und technische Systeme effizienter, sicherer und nachhaltiger zu betreiben * In enger Zusammenarbeit mit technischen Expert*innen, IT‑Teams und operativen Instandhaltungsbereichen unserer Kunden stellst du sicher, dass technische Anforderungen ...","Maintenance‑","digitalen","Transportumfeld","mehr","data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==","Anschreiben nicht erforderlich","digitalen","digitale","digitale",""
"","","https://www.stepstone.de/cmp/de/eon-digital-technology-gmbh-201652/jobs","https://www.stepstone.de/stellenangebote--Trainer-AI-Automation-and-Microsoft365-f-m-d-Essen-Hannover-Muenchen-Berlin-Hamburg-E-ON-Digital-Technology-GmbH--13936761-inline.html","Trainer - AI, Automation and Microsoft365 (f/m/d)","E.ON Digital Technology GmbH","Essen,Hannover,München,Berlin,Hamburg","44.000 - 68.000 €/Jahr  (geschätzt für Vollzeit)","","","","","","vor 4 Tagen","Teilweise Home-Office","Dann werde zum Playmaker und verstärke unser Team als  - AI, Automation and Microsoft365 (f/m/d) bei der E.ON Digital Technology. * Leiten von Präsenztrainings, interaktive Workshops, virtuelle Webinare und Train-the-Programme. * Erfahrung mit Adoption-Frameworks, Netzwerk-Aufbau und Train-the-Programmen sind ein Plus * E.ON Digital Technology GmbH * Essen,Hannover,München,Berlin,Hamburg * Feste Anstellung * Homeoffice möglich, Vollzeit - Sei einer der ersten Bewerber - Anschreiben nicht erforderlich - Du hast eine Leidenschaft für neue Technologien und möchtest zu einer nachhaltigen, grüneren Zukunft beitragen? Wir spielen eine Schlüsselrolle bei der Gestaltung der Energiewende, indem wir die digitale Transformation von E.ON in ganz Europa vorantreiben. Wir entwickeln kreative Ideen, gehen neue Wege, lassen Visionen Wirklichkeit werden und erwecken innovative Technologien zum Leben.","Trainer","Trainer-","Trainer-","mehr","data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==","Anschreiben nicht erforderlich","","","",""
"","","https://www.stepstone.de/cmp/de/sopra-steria-3313/jobs","https://www.stepstone.de/stellenangebote--Business-Consultant-OSPlus-m-w-d-bundesweit-Berlin-Frankfurt-Hamburg-Koeln-Leipzig-Muenchen-Sopra-Steria--12815780-inline.html","Business Consultant OSPlus (m/w/d)","Sopra Steria","bundesweit, Berlin, Frankfurt, Hamburg, Köln, Leipzig, München","59.000 - 72.000 €/Jahr  (geschätzt für Vollzeit)","","","","","","vor 6 Tagen","Teilweise Home-Office","Sopra Steria * bundesweit, Berlin, Frankfurt, Hamburg, Köln, Leipzig, München * Feste Anstellung * Homeoffice möglich, Vollzeit - Anschreiben nicht erforderlich - Wer wir sind - Wir sind als eine der führenden europäischen Management- und Technologieberatungen ein echter Tech-Player. Wir sehen uns als Vordenker*innen, handeln und denken strategisch, entwickeln mit unseren Kunden maßgeschneiderte Lösungen, sowie präzise Prozesse und implementieren innovative Technologien. Weltweit sind wir über 50.000 tech-affine und kluge Köpfe – gemeinsam gestalten wir die Zukunft unserer Kunden und die der Gesellschaft. Bist du bereit, das digitale Europa mitzugestalten? Deine Aufgaben * Begleitung unserer Kunden bei der Umsetzung von Softwareentwicklungsprojekten auf Basis von OSPlus, von der Idee bis zur Realisierung * Analyse und Bewertung von Kundenanforderungen, um maßgeschneiderte Lösungen zu entwickeln","","","","mehr","data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==","Anschreiben nicht erforderlich","","","",""
"","","https://www.stepstone.de/cmp/de/bucher-hydraulics-erding-gmbh-167471/jobs","https://www.stepstone.de/stellenangebote--IT-Spezialist-m-w-d-Bereich-RD-und-Produktion-Unterfoehring-Bucher-Hydraulics-Erding-GmbH--13904074-inline.html","IT-Spezialist (m/w/d) Bereich R&D und Produktion","Bucher Hydraulics Erding GmbH","Unterföhring","42.000 - 67.000 €/Jahr  (geschätzt für Vollzeit)","Informatik","|","Englisch","|","Deutsch","vor 1 Woche","Teilweise Home-Office","","","","","","data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==","","","","",""
"","","https://www.stepstone.de/cmp/de/leibniz-rechenzentrum-lrz-der-bayerischen-akademie-der-wissenschaften-144025/jobs","https://www.stepstone.de/stellenangebote--IT-Spezialistin-m-w-d-Network-Security-Engineer-Garching-bei-Muenchen-Leibniz-Rechenzentrum-LRZ-der-Bayerischen-Akademie-der-Wissenschaften--13850184-inline.html","IT-Spezialistin (m/w/d) Network Security Engineer","Leibniz-Rechenzentrum (LRZ) der Bayerischen Akademie der Wissenschaften","Garching bei München","","","","","","","vor 1 Woche","Teilweise Home-Office","Seit 1962 verlassen sich bayerische Hochschulen und Forschungseinrichtungen auf die -Kompetenz des Leibniz-Rechenzentrums der Bayerischen Akademie der Wissenschaften. * Unterstützung beim Auf- und Ausbau des  Information and Event Management System (SIEM) sowie der  Orchestration, Automation and Response (SOAR) In Zusammenarbeit mit den anderen Abteilungen am LRZ können Erfahrungen in nahezu allen Aspekten des -Betriebs gesammelt und eingebracht werden. * Leibniz-Rechenzentrum (LRZ) der Bayerischen Akademie der Wissenschaften * Garching bei München * Befristeter Vertrag * Homeoffice möglich, Vollzeit - Sei einer der ersten Bewerber - Schnelle Bewerbung - Geht es um die Digitalisierung der Wissenschaft sind wir traditionell voraus. Du suchst einen Arbeitgeber, mit dem du rechnen kannst? Dann komm zu uns an das - Du unterstützt die Gruppe Netzbetrieb bei der Implementierung, dem Betrieb, der ...","IT","Security","Security","mehr","data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==","Schnelle Bewerbung","IT","","",""
"","","https://www.stepstone.de/cmp/de/apoprojekt-gmbh-76389/jobs","https://www.stepstone.de/stellenangebote--Kalkulator-all-genders-Hamburg-Muenchen-Berlin-Stuttgart-Duesseldorf-Frankfurt-Leipzig-Nuernberg-apoprojekt-GmbH--13931149-inline.html","Kalkulator (all genders)","apoprojekt GmbH","Hamburg, München, Berlin, Stuttgart, Düsseldorf, Frankfurt, Leipzig, Nürnberg","40.000 - 71.000 €/Jahr  (geschätzt für Vollzeit)","","","","","","vor 6 Tagen","Teilweise Home-Office","apoprojekt GmbH * Hamburg, München, Berlin, Stuttgart, Düsseldorf, Frankfurt, Leipzig, Nürnberg * Feste Anstellung * Homeoffice möglich, Vollzeit - Sei einer der ersten Bewerber - Schnelle Bewerbung - apoprojekt ist Partner für jeden im Bestand und eines der dynamischsten Unternehmen der Bau- und Immobilienbranche. Seit unserer Gründung 2007 sind wir von einem Zwei-Mann-Unternehmen zu einer Größe von mehr als 600 Mitarbeitenden gewachsen. Wir wollen den Markt verändern: Mit unserem Design & Build-Ansatz und weniger Schnittstellen zwischen Planung und Ausführung. Mit mehr Miteinander und voller Verantwortung für unsere Projekte. Um die besten Teams der Branche zusammenzustellen, suchen wir die kompetentesten und talentiertesten Mitarbeitenden. Und dafür brauchen wir genau Dich! Was uns besonders auszeichnet, ist unsere gelebte Werte- und Unternehmenskultur.","","","","mehr","data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==","Schnelle Bewerbung","","","",""
"","","https://www.stepstone.de/cmp/de/pta-gmbh-57032/jobs","https://www.stepstone.de/stellenangebote--Senior-AI-Solution-Architect-AI-Strategy-Consultant-m-w-d-Berlin-Dresden-Duesseldorf-Frankfurt-Hamburg-Karlsruhe-Kassel-Koeln-Mannheim-Muenchen-u-a-PTA-GmbH--13577102-inline.html","Senior AI Solution Architect / AI Strategy Consultant (m/w/d)","PTA GmbH","Berlin, Dresden, Düsseldorf, Frankfurt, Hamburg, Karlsruhe, Kassel, Köln, Mannheim, München, u.a.","53.000 - 92.000 €/Jahr  (geschätzt für Vollzeit)","Informatik","|","Englisch","|","Deutsch","vor 1 Woche","Teilweise Home-Office","","","","","","data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==","","","","",""
"","","https://www.stepstone.de/cmp/de/irubis-gmbh-5080018/jobs","https://www.stepstone.de/stellenangebote--Software-Engineer-Full-Stack-DevOps-all-genders-full-time-Munich-IRUBIS-GmbH--13875176-inline.html","Software Engineer, Full-Stack & DevOps (all genders, full time)","IRUBIS GmbH","Munich","53.000 - 73.000 €/Jahr  (geschätzt für Vollzeit)","","","","","","vor 3 Tagen","Teilweise Home-Office","As a   at IRUBIS you will develop on-device  with modern technology and improve our internal infrastructure. * Develop and maintain our - application using FastAPI and React/Next.js * Integrate  and hardware components * At least 2 years of professional experience in  development * Experience writing clean, maintainable code and  tests * Nice to Have: Experience in developing  for physicalhardware; Experience with managing infrastructure * IRUBIS GmbH * Munich * Feste Anstellung * Homeoffice möglich, Vollzeit - Schnelle Bewerbung - Introduction - IRUBIS is a young biotechnology start-up specializing in bioprocess monitoring. We are building a state-of-the-art spectroscopy system, Monipa, to provide our biopharma customers with real-time analysis of their bioprocesses in drug development. Tasks","Software","Engineer","software","mehr","data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==","Schnelle Bewerbung","full","stack","software","software"
"","","https://www.stepstone.de/cmp/de/akkodis-germany-gmbh-59067/jobs","https://www.stepstone.de/stellenangebote--Flight-Test-Instrumentation-FTI-Engineer-m-w-d-Muenchen-81249-Akkodis-Germany-GmbH--13947738-inline.html","Flight Test Instrumentation (FTI) Engineer (m/w/d)","Akkodis Germany GmbH","München (81249)","","Englisch","","","|","Deutsch","vor 3 Tagen","Teilweise Home-Office","","","","","","data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==","","","","",""
"","","https://www.stepstone.de/cmp/de/rheinmetall-1262/jobs","https://www.stepstone.de/stellenangebote--Systems-Architect-Ground-Systems-Networks-m-w-d-Penzberg-Rheinmetall--13757736-inline.html","Systems Architect Ground Systems / Networks (m/w/d)","Rheinmetall","Penzberg","71.000 - 102.000 €/Jahr  (geschätzt für Vollzeit)","Englisch","|","Kommunikation","|","Deutsch","vor 2 Wochen","","","","","","","data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==","","","","",""
